,I_star,lincred_n_u,pas_ext,rem_fam,cpi_star,cpi_us_cs,cpi_mex,cpi_corea,cpi_elsalv,cpi_china,cpi_pan,cpi_costar,cpi_jap,s,tipo_cambio,cpi_us,cpi_us_core,ind_prec_expus,ind_prec_impus,alph,pce_us,pce_us_core,tc_yua,tc_eur,tc_yen,tc_les,tc_us_deg,pet_mensual,energy,non_energy,agric,bvrg,food,oils_meals,grains,other_foods,raw_mat,fert,met_min,prec_met,fao_u,fao_meat,fao_dairy,fao_cereal,fao_oil,fao_sugar,cons_usd,mp_usd,cyl_usd,mc_usd,mee_usd,div_usd,cons_kg,mp_kg,cyl_kg,mc_kg,mee_kg,div_kg,imp_no_pet,v_imp_no_pet,expor_val,expor_vol,impor_val,impor_vol
Comment,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
2010M01,0.84625,1106.153416,9475.1,246.1293,133.3128181,124.5327586,150.187422,133.5520261,136.5415987,112.3564851,126.878177,251.9897304,97.6744186,8.37,8.357292581,2.62111139,1.51233517,120.7,125.9,0.370325831,2.30143,1.69024,6.826785,1.429500604,91.174875,1.615809076,1.565286577,78.33,99.91506653,96.22235547,96.23063108,96.82931948,98.46200403,95.47879466,98.0389058,102.7696636,90.50494403,92.95092523,96.57673688,90.85858052,101.4955256,85.02553808,108.9779536,98.36118784,107.1020027,163.7745748,247110.221,342934.435,175973.669,22177.353,136057.406,61.249,158877.678,277864.312,286980.129,67865.889,16875.301,33.689,152.7797418,-10.85152586,671.138792,784.257006,924.314333,808.496998
2010M02,0.83938,1134.886358,9442.7,274.5127,133.4708566,124.5637931,151.0560719,133.822176,136.7183252,110.8236718,127.1831727,253.7135522,97.6744186,8.15,8.120192143,2.15133636,1.34945269,120.3,125.8,0.370325831,2.11633,1.69841,6.82902,1.36924404,90.1985,1.565900941,1.53881961,76.39,96.67990596,93.00139102,93.72107418,93.1552469,95.36840297,92.84130473,93.71402226,100.1904945,90.00649526,96.6912309,91.10659274,87.58743577,98.97938668,85.6548689,101.5882131,93.9696703,107.3091027,157.3570176,276673.212,331614.669,211584.859,20512.412,149604.714,50.514,163749.901,311328.73,356780.243,24096.192,19500.696,4.739,153.1815675,-9.951322902,622.216273,598.959197,990.04038,875.460501
2010M03,0.92,1115.022201,9091.6,369.9533,134.0899895,125.0752874,152.1284792,134.092326,137.1533442,112.6102984,127.6914987,254.3370622,97.87664307,8.02,8.016046452,2.28617144,1.15920514,121.2,126.3,0.370325831,2.37276,1.7774,6.826226087,1.357548857,90.51173913,1.505757887,1.527971884,81.2,100.2351246,94.53103653,92.12257592,90.70664937,92.59721474,91.97987373,90.97870233,94.8743738,91.68938318,95.00324638,99.41678342,90.04541351,96.30892033,86.92559848,101.6001718,91.77245329,110.3253058,115.4923518,333943.544,419082.658,186983.422,25599.159,177214.848,42.182,206885.58,384923.629,308776.156,27851.133,24473.301,4.691,152.3496102,-10.62453383,862.18388,1054.16703,1142.865813,952.91449
2010M04,1.01563,1096.66822,9078.3,344.4089,134.262101,125.2925287,151.6437511,134.6326258,136.908646,113.5390675,128.0981595,254.4837704,97.97775531,8.01,8.005545333,2.20677075,0.967508893,122.5,127.7,0.370325831,2.28156,1.60178,6.825757143,1.343106029,93.39571429,1.533675124,1.517514612,84.29,104.6779349,98.01995103,93.39036688,94.57830078,91.71005098,92.00415108,88.6249832,94.11556836,96.86876014,92.46111912,108.1454583,93.41538368,96.84372055,89.4535303,109.7375142,90.66416367,109.3639769,101.7991901,314785.474,384746.389,269938.168,22547.998,176148.082,37.46,192806.952,362774.138,478203.969,25995.95,20295.738,6.783,151.5384252,-10.55713754,706.93277,835.318629,1168.203571,1080.08353
2010M05,1.20406,1150.497621,9372.4,357.0172,134.378834,125.3896552,150.6882362,134.7677008,136.6231648,115.3931956,128.4031551,255.8041445,97.87664307,8,7.998915484,2.00354893,0.940138143,123.1,126.7,0.370325831,2.20753,1.63633,6.827675,1.25779835,92.018,1.469907322,1.481346405,73.74,95.61147755,93.49606264,92.56135372,94.84764322,90.38530086,90.81127817,87.62720442,92.32136478,96.68567811,88.1806637,96.01636655,97.19385946,96.28737386,89.76523769,111.7574269,90.55718247,107.166612,94.07878952,304438.698,423340.313,208767.27,25665.98,168670.695,46.358,193855.46,436943.754,335500.573,66197.308,21422.01,3.444,149.8619892,-10.50846989,748.337348,745.000343,1130.929314,1053.922549
2010M06,1.17313,1123.549715,9481,394.2897,134.4418348,125.2672414,150.6410503,134.6326258,137.2485046,116.6714706,128.5048203,256.4276545,97.6744186,8.01,8.013308,1.12156059,0.950198985,122.2,125.2,0.370325831,1.56189,1.55647,6.82177619,1.220738605,90.94809524,1.471484728,1.467637236,75.34,95.57409929,91.1332671,92.44641965,98.99215055,89.11357553,88.63809231,81.95682297,96.21701799,97.2153945,85.40078787,89.09092809,98.81400333,95.75005588,90.81550058,110.4405512,87.79753556,106.0280117,98.10024117,311862.839,420862.891,203596.847,26968.444,207404.626,14.492,169009.623,324762.142,335996.959,20383.376,21505.223,1.165,153.6340499,-6.690585162,748.335983,699.965136,1170.710139,871.658488
2010M07,1.03669,1057.65711,8640.1,384.6124,134.7968401,125.2936782,150.9681345,134.9027757,137.2756933,119.8506517,129.9281332,257.2345498,97.16885743,8.01,8.002684516,1.34077848,0.95775393,122,125.2,0.370325831,1.63826,1.47008,6.776714286,1.274968126,87.66333333,1.525796866,1.501110929,76.32,95.30933967,93.5413994,95.72823526,103.1559513,93.81823885,92.64667606,89.04030699,99.68426208,96.59183612,92.29098825,89.19850455,95.75552837,99.96017481,91.82057675,112.842359,95.27884294,110.1336144,107.8781972,338107.488,460370.858,195821.908,29146.394,217073.295,27.231,191457.732,369539.123,272330.225,24680.405,20929.004,1.916,156.8012104,-1.752911966,685.551173,564.998816,1240.547174,878.938405
2010M08,0.84306,1030.569054,8491.3,377.3583,135.2106969,125.4666667,151.3874457,135.5796349,137.0445895,122.7801641,130.6397897,257.7663671,97.26996967,8.02,8.01985129,1.15017754,0.917100995,123,125.7,0.370325831,1.483,1.41758,6.786040909,1.291382954,85.47681818,1.566851128,1.518376392,76.6,96.13949384,99.04143275,99.79354734,103.2861527,99.27472418,100.5851675,98.12503077,98.59135123,99.27813526,98.2605579,97.58761195,97.63841546,107.6661071,92.61712239,112.2569089,112.9419935,121.8069411,114.5674893,332617.137,429444.676,194684.811,26956.417,206231.786,18.319,145438.539,302618.748,289561.789,20882.59,20688.484,1.646,160.0690379,1.124888721,625.811672,529.490329,1189.953146,779.191796
2010M09,0.77775,1122.506051,9319.6,359.3105,135.4290047,125.5396552,152.1810271,136.6602345,137.4524198,122.5084845,130.6397897,257.5463048,97.47219414,8.08,8.088171667,1.11831225,0.81438705,123.7,125.7,0.370325831,1.41921,1.29787,6.74851,1.304214569,84.26,1.555379279,1.524659732,75.24,96.05928473,102.9223716,103.787655,102.8460868,104.6540135,103.3428489,109.2843798,102.1878213,102.1615514,107.4175733,100.6375518,103.2778349,114.1321396,92.50382093,116.0260131,125.9459169,124.8527817,138.7226413,344515.47,415161.807,137819.473,29558.08,205607.644,28.629,208394.544,318013.505,219485.681,60349.201,21983.042,2.185,161.6234503,3.464173473,607.76415,536.90243,1132.691103,828.228158
2010M10,0.76219,1092.369837,9017,339.3741,135.8259271,125.695977,153.1204559,136.6602345,138.3632409,123.5334588,130.8431201,258.7749862,97.77553084,8.06,8.050570645,1.16669515,0.602718355,124.7,127.1,0.370325831,1.35798,1.07933,6.66745,1.388204427,81.9295,1.583719365,1.569136836,81.89,101.5689283,108.7075316,108.7178518,103.2696306,110.3766341,109.7966631,116.4333475,105.6574365,107.4580547,112.3485969,108.2730543,110.6592972,120.0721393,93.98918894,121.385669,130.5890404,139.17832,152.3274704,339778.763,410120.848,188855.14,27308.575,232940.385,39.709,181644.874,378803.455,262431.526,17255.07,24992.903,3.744,161.4319756,2.898313616,651.809225,539.06883,1199.04342,865.131572
2010M11,0.78656,1082.658957,8815.4,331.3847,136.1956825,125.7488506,154.3472898,135.9848597,138.9885808,125.6283641,131.1481157,260.4621309,97.47219414,8,8.005048333,1.08454478,0.672056411,126.6,129.2,0.370325831,1.30727,1.12109,6.650852381,1.366386883,82.51809524,1.596666768,1.561341076,84.25,105.5568353,112.0807157,113.0382731,106.7671866,113.9698257,117.0033114,119.2513754,105.1984192,113.9637397,118.1594573,109.4269032,115.3941992,124.1206228,96.10945397,118.7357467,132.3921968,153.8718738,162.8299725,367115.333,415246.267,221140.985,29621.441,237545.5,15.645,204613.942,297754.141,345326.919,26831.817,27173.583,3.963,162.8144753,4.38857915,642.657965,439.853614,1270.685171,901.704365
2010M12,0.78094,1301.141313,10648.9,348.4331,136.7181252,125.9649425,155.1119162,136.5251596,138.839043,128.2820974,132.0631025,262.406015,97.26996967,7.98,7.982109032,1.43779302,0.661894866,127.5,131,0.370325831,1.47677,1.05559,6.652052381,1.32029801,83.36714286,1.558603491,1.534480769,89.15,112.6725093,117.3024852,118.4620161,111.5656817,120.2700147,124.8718383,126.9249186,108.1922266,117.5760275,120.8348531,114.5235083,119.3600486,129.3098709,97.35224088,117.4390784,139.7215647,166.2636594,173.76079,342969.873,408774.173,280408.936,32982.885,213095.625,90.151,170379.53,276731.763,379151.434,63326.316,24289.529,14.029,165.1593275,7.196007959,889.76827,864.761632,1278.321643,913.892601
2011M01,0.78125,1321.795602,10571.3,283.35,136.8328938,126.5649425,155.8675662,138.1475434,139.709081,117.8619529,132.9780894,264.1740684,97.16885743,7.96,7.939159355,1.70078349,0.983533742,129.1,133,0.391780313,1.55955,1.12473,6.60102381,1.334197385,82.59047619,1.575098444,1.545744657,89.17,117.0446245,122.7740599,123.8496351,116.4027651,125.1519115,130.6044266,131.5802837,112.1600023,124.4722688,120.672604,120.8067799,116.8326857,133.6873154,97.62055713,122.7837784,144.8990675,174.4881654,183.2376581,323097.466,410270.147,258908.732,25821.102,173786.043,22.063,197413.256,377148.838,372660.268,30341.2,19607.369,2.222,165.6512308,8.424866341,765.159447,769.096328,1191.905553,997.173153
2011M02,0.79025,1394.129604,11068.4,304.62,137.3128593,127.1890805,156.452295,139.0930681,139.9673736,116.2540317,133.4864154,265.3150256,97.16885743,7.82,7.799915357,2.12489817,1.12444559,130.8,135.3,0.391780313,1.84593,1.21307,6.58501,1.365495299,82.5725,1.611850324,1.562076287,88.58,121.8059532,128.1075826,129.9223534,124.6314081,129.2581331,132.2292931,140.6304481,115.0556961,134.2264693,115.4762032,125.8196308,119.9506957,137.6224,100.3148841,130.2617201,151.4431287,175.4335063,182.3807027,317033.332,411819.348,236585.782,27921.738,188068.107,26.325,177540.362,294246.768,276265.218,30749.558,21949.379,17.533,168.1563523,9.775839944,900.977796,787.712964,1181.454632,800.768818
2011M03,0.7825,1385.861224,10827.9,384.12,138.3708368,128.4293103,156.7524351,139.6348523,140.8781947,118.6912545,134.7063979,265.9942699,97.3710819,7.71,7.69280871,2.61924151,1.20978517,132.7,139.3,0.391780313,2.11144,1.21436,6.566865217,1.39965678,81.61478261,1.616280867,1.579561735,102.86,133.0874611,123.9643407,125.9062464,124.8118039,123.6293353,125.0695218,134.7816394,111.6401806,131.9946533,111.7300129,121.3705853,127.6527409,134.2794232,103.4855182,135.8088466,145.5318466,163.1108184,162.3775702,397474.019,528293.889,284339.449,34971.732,236254.636,37.069,210891.44,448382.613,327190.821,78575.087,26637.016,3.06,168.8381995,10.82286276,1051.843285,996.340671,1481.370794,1091.680037
2011M04,0.761,1395.388665,10824.1,371.29,139.2736425,129.2563218,156.7399941,139.7699273,145.0652529,119.556638,136.1297108,266.3932613,97.57330637,7.63,7.611100667,3.07723444,1.31553921,133.8,142.9,0.391780313,2.48712,1.39514,6.53139,1.442730801,83.3085,1.633733326,1.596473964,109.53,141.9435054,125.8485269,127.4591257,124.7371062,125.1080127,123.365482,142.9080254,111.2888831,134.5554041,110.5213994,124.2853028,137.8344341,136.4202439,107.7119705,134.5187196,151.7317547,162.7870129,150.7420152,328561.354,495284.104,337051.035,26979.399,209142.52,16.425,172033.324,402918.221,477094.648,28911.606,24967.283,9.286,170.4480711,12.47844949,936.106517,886.15398,1397.034837,1105.934368
2011M05,0.7295,1641.475866,12893.7,415.32,139.7750151,129.8643678,155.5845325,140.0400772,145.7721588,121.7398213,136.6380368,268.1826518,97.47219414,7.65,7.683961935,3.45897188,1.45409618,134.3,143.1,0.391780313,2.76679,1.52405,6.495781818,1.4348138,81.09409091,1.635225735,1.598119681,100.9,133.1394278,121.6140865,123.8699065,122.4885195,123.2861939,123.0259611,142.3983165,106.3293112,125.9904843,108.355648,118.4927965,134.7897282,135.1633393,108.1026554,134.1712872,150.8932882,162.4030085,136.1628197,375672.211,564552.919,352424.379,33153.867,210430.809,118.44,245526.657,438519.571,382073.687,30330.96,25528.977,5.644,173.0855699,15.4966452,890.45448,678.005012,1536.352625,1121.985496
2011M06,0.7335,1790.603367,14163.6,416.39,139.942423,129.7252874,155.5767569,140.3102271,145.8537249,124.1384447,136.8413672,269.6962354,97.3710819,7.79,7.790389667,3.50231815,1.58367768,134.5,142.2,0.391780313,2.78889,1.5854,6.474852381,1.439272962,80.48285714,1.624042009,1.599546277,96.26,131.1664018,121.9192407,122.9952444,118.7915425,123.308293,121.2835025,141.7584085,109.2720655,124.3721787,146.0184817,116.976935,134.3712884,134.955868,106.8621961,135.3177611,147.1299422,160.7759031,155.9887788,350340.476,551389.473,289690.996,36552.419,232899.572,44.113,195034.969,489833.89,365481.515,70154.997,26556.355,3.978,170.5278398,10.99612353,875.501776,629.282463,1460.917049,1147.065704
2011M07,0.76025,1775.670671,13944,349.83,140.4168801,129.8402299,156.3232193,140.9856019,146.2343665,127.6409441,136.9430324,270.6033376,97.3710819,7.76,7.767862258,3.57988098,1.74148345,134,142.4,0.391780313,2.8754,1.7344,6.459109524,1.428872755,79.46380952,1.613064284,1.595055389,97.3,133.733647,123.2313559,122.6531652,119.1483139,123.9871656,121.872748,138.6903748,113.4603448,121.1942782,153.4488093,120.9870227,139.1030431,133.1989661,106.5010693,133.5680609,140.4752203,156.053259,174.6210922,366677.946,477893.362,236332.797,31877.318,215543.826,19.718,196149.058,374738.694,312178.285,33642.781,25953.111,3.964,170.6092687,8.806091632,823.841307,600.169345,1328.344967,942.665893
2011M08,0.8,1798.204515,14876.8,409.56,140.9499535,130.1982759,156.5704849,141.932611,146.3974986,130.3925343,137.5530237,271.3069063,97.47219414,7.83,7.838429355,3.75499603,1.96515717,134.6,141.9,0.391780313,2.97592,1.83922,6.407245455,1.43328078,77.04636364,1.636490769,1.607347155,86.33,125.2164874,121.8607084,123.4369959,117.8221418,125.4854969,121.8872364,144.8764818,112.667695,121.3150818,155.8532552,114.7693752,153.2934619,132.9764676,105.6412625,131.8809009,144.8670897,151.4822886,171.710666,396884.607,507220.204,321395.637,37402.869,240515.753,68.114,201910.616,385027.379,414702.342,78232.945,27498.129,7.91,167.8914398,4.886892548,851.769516,629.705727,1503.487184,1107.379321
2011M09,0.86489,2053.018059,16356.4,364.78,141.0760694,130.395977,156.954602,141.797536,146.0032626,129.981502,138.5696757,270.860077,97.47219414,7.85,7.858435333,3.81262169,1.98772276,135.3,141.7,0.391780313,3.01889,1.85057,6.389666667,1.380225963,76.81952381,1.581075282,1.578376186,85.52,125.5124464,118.8986219,121.3768897,114.8262866,123.2753961,117.5831685,142.4341854,113.4225766,120.0952088,160.611717,109.0810873,151.9673042,130.4093699,106.9482323,127.1188076,140.4802034,147.8201659,165.2660225,400137.26,464987.139,261471.804,36115.92,255716.562,38.496,244931.463,336676.695,345154.956,76493.854,26529.532,8.842,168.3549839,4.164948588,818.441378,623.32646,1418.467181,1029.795342
2011M10,0.93561,2199.457085,17429.2,356.8,141.097438,130.1270115,158.0136455,141.5273861,145.8945079,130.3277991,138.8746713,271.5163553,97.57330637,7.85,7.84478,3.52226813,2.10792048,132.6,141.2,0.391780313,2.69413,1.74459,6.369268421,1.367939811,76.65263158,1.572535258,1.570605798,86.32,124.1699875,111.613936,115.3385859,106.6917834,117.0044422,109.4705805,134.9207997,110.6990479,115.6880225,160.8194324,98.38978775,139.0138144,125.7190211,106.1974292,126.2054443,133.1265985,137.990686,157.5140896,391076.517,486403.536,212817.775,33995.864,276395.465,41.254,179184.304,425699.142,257656.151,28857.056,41246.45,6.117,169.0531848,4.721003461,732.442325,544.984104,1400.730411,932.64922
2011M11,1.071,2065.328278,16466,343.5,141.3738325,130.0172414,159.7227334,141.662461,146.1120174,130.9047553,140.0946538,272.3309044,96.96663296,7.81,7.815302,3.45143221,2.13820454,132.7,142.2,0.391780313,2.70018,1.82785,6.35532381,1.358388046,77.39238095,1.581492025,1.567426665,97.16,129.3968965,108.5837465,112.0189223,103.5877296,116.1289209,110.182079,134.9698945,106.89874,106.3205236,158.7899677,95.83966482,144.7891509,126.119292,108.3011106,125.0588483,130.8952076,144.9603689,148.2333632,430501.466,443016.656,234262.719,32809.359,271535.136,37.533,245624.132,326846.516,255162.406,27334.659,27697.468,7.936,168.9757753,3.784245845,789.998004,595.258664,1412.162869,882.673117
2011M12,1.128,2115.357779,16706.4,378.47,141.6652335,129.6965517,161.0352631,142.2027609,145.8537249,133.5416634,140.3996494,274.8395379,97.0677452,7.8,7.798443333,3.06206684,2.27666263,132.1,142.2,0.391780313,2.52628,1.97581,6.350385714,1.316589657,77.83952381,1.559668459,1.546143322,98.56,128.0190465,106.3149211,109.4263654,97.75563952,114.0049757,109.9454948,128.3556174,106.3561947,104.236688,149.1107429,95.07594281,135.598621,122.0612877,106.4894635,121.994248,124.4155535,140.453486,142.5721076,370913.992,411400.523,259031.17,29437.064,229960.153,13.422,195915.176,314702.525,319872.417,32169.578,28405.115,7.046,168.6223592,2.096782375,964.356868,1009.5547,1300.756324,891.071857
2012M01,1.0957,2098.444833,16547.1,305.09,141.6476116,130.2672414,162.1751733,142.7697788,146.3431213,123.1657408,141.1113059,275.3053365,97.26996967,7.81,7.834,3.00876634,2.27734815,132.5,142.2,0.380162436,2.56932,2.061,6.312031818,1.289777924,76.95681818,1.550300194,1.534525748,100.27,130.6347426,108.7578495,111.1337946,98.70609623,115.9610544,113.56299,129.3953818,106.9559199,105.7249142,138.5577627,100.5024751,136.9107157,122.401387,103.137948,120.3340219,127.2394788,144.3284295,145.7940983,352671.384,455962.194,284918.407,29357.112,217633.743,32.233,181248.573,356287.01,384975.857,35553.381,22423.384,5.925,170.9449386,3.195694796,744.210386,659.427284,1340.575073,980.49413
2012M02,1.0598,2080.485807,16184,350.39,141.9794676,130.8408046,162.5048609,143.311563,146.8189233,119.9741607,142.0262927,276.0865579,97.47219414,7.78,7.781199048,2.89817844,2.15982044,133.1,142.2,0.380162436,2.51274,2.02457,6.300514286,1.322359846,78.32428571,1.579659997,1.548745435,102.2,136.2382001,111.3425196,113.3714122,97.00466445,119.0702234,117.0478359,130.9624938,110.9666356,107.8479766,139.3266597,104.0050076,146.2771876,125.3829266,105.5779855,121.242063,131.1384203,148.3352885,149.2773847,373851.759,434985.146,248281.679,37868.524,216526.085,9.176,222920.863,326368.28,321604.114,38756.183,24489.25,3.547,170.3977854,1.332945829,859.926259,748.191865,1311.522369,934.142237
2012M03,1.0485,1947.388504,15198.8,402.13,142.8570358,131.8344828,162.5981687,143.3516402,147.0364328,122.9641397,143.2462752,277.1868696,97.87664307,7.73,7.731517727,2.58287528,2.24833747,134.1,144.2,0.380162436,2.2965,2.04406,6.312922727,1.320869132,82.41,1.582380908,1.541006138,106.16,141.2384408,111.8679176,114.5412248,92.19391692,122.5429938,122.5802659,132.7921298,113.2170038,106.4636103,136.9057407,103.5432676,140.7825295,125.7632492,106.4807457,118.0670453,130.6055665,152.4733822,149.126019,391209.261,472266.262,370504.007,35390.136,205926.59,33.845,225889.603,472383.424,453541.204,76905.672,29229.926,2.053,168.7950182,-0.025575558,1033.579377,1065.450127,1475.330101,1257.951882
2012M04,1.0472,2058.449303,16200.3,418.97,143.2587761,132.2327586,162.088086,143.3382811,147.9472539,123.6215637,144.2629273,278.9290299,97.97775531,7.74,7.737014667,2.27316337,2.31442785,134.7,144.1,0.380162436,1.99984,1.96475,6.304175,1.317037193,81.442,1.6,1.543286445,103.32,136.1171807,111.8078554,114.7463348,91.30368994,123.1473979,129.1736773,129.6610852,109.3234249,106.2555685,154.3370378,100.9538665,137.6004432,124.3810221,105.718865,112.5253603,129.1105265,156.2915661,141.2852759,362454.609,467615.973,243272.447,30948.686,218814.674,26.984,173141.124,411199.3,227768.483,32324.983,34161.463,6.434,168.5748432,-1.099002124,875.213153,890.117176,1323.133373,878.601787
2012M05,1.069,2159.161998,17013,451.56,143.3623838,132.0775862,161.5764483,143.595072,147.5394236,125.392016,144.8729185,281.6863011,97.6744186,7.78,7.783616452,1.73794294,2.25225828,134,142,0.380162436,1.57628,1.82547,6.321728571,1.280331667,79.75761905,1.593299039,1.531617062,94.65,126.2765247,109.4859904,112.8982728,92.5190591,120.5799446,125.2420311,131.7116776,104.3706952,104.5976151,161.1036607,96.62863982,130.9088132,119.0406551,103.7490438,105.5211652,126.3042147,144.3966071,128.4719689,431241.049,511260.986,340399.84,39060.245,252248.273,51.549,229599.447,410606.507,425593.183,80908.884,33708.389,4.937,168.8626161,-2.439807008,871.457693,704.883724,1574.261942,1180.421347
2012M06,1.068,2217.523521,17740.3,432.67,143.3530597,131.883908,162.3213555,143.3917174,146.7373573,126.8694905,144.7712533,282.1382725,97.16885743,7.85,7.850320333,1.65387045,2.19228561,131.7,138.7,0.380162436,1.54605,1.8194,6.364090476,1.252908538,79.27380952,1.55418557,1.514992692,82.3,111.5298759,106.0720629,110.5297073,88.69010563,119.9225329,122.189621,132.5215305,105.5360434,98.81427164,152.7535049,91.63118126,130.780142,115.8700589,101.4033063,102.2774687,125.3278911,135.257979,126.662546,368764.19,484341.796,282086.405,32070.366,282724.854,28.604,183454.223,407848.211,393527.43,33878.975,42988.719,1.911,170.9411112,0.242348302,831.424863,698.094457,1450.016215,1061.699469
2012M07,1.054,2221.320181,17522.7,422.09,143.4346204,131.6689655,163.2326617,143.0681312,146.2887439,129.9384811,145.1779141,281.2905881,96.86552073,7.82,7.826440323,1.41751148,2.10995569,132.2,137.7,0.380162436,1.41023,1.774,6.371105,1.229120319,79.042,1.558724963,1.507165252,87.9,118.5501431,109.8349654,118.4412384,94.1926375,132.1164261,135.0921802,153.584403,108.7699064,97.54645935,118.637756,91.18570053,129.941105,122.1287742,100.3694048,99.73376754,143.8969628,138.5571295,141.4307076,407969.532,508616.352,230126.7,37145.216,241937.437,7.888,218587.999,439178.682,299121.283,38024.972,31236.742,3.069,170.2126824,-0.23245291,783.516291,599.435642,1425.803125,1026.152747
2012M08,1.032,2264.186372,18161.6,441.4,144.2495178,132.4017241,163.7225276,143.7301469,146.5470364,133.0003849,145.8895706,282.780121,97.0677452,7.88,7.874918387,1.68593492,1.9352525,133.4,139.4,0.380162436,1.51242,1.63545,6.359881818,1.239513435,78.65227273,1.571024594,1.512440268,94.13,127.6539997,109.2593216,118.0714628,93.70902267,132.3600922,137.6701974,153.68926,106.068155,95.74417281,140.4088607,87.65118551,133.5704136,123.3538562,103.0818672,101.9929011,147.0592985,138.3126085,129.1583503,414842.121,472812.122,263703.16,36837.854,251455.561,30.279,211850.718,400157.392,386958.92,38333.803,30640.437,3.881,170.3820116,1.483441796,829.871465,733.832881,1439.681097,1067.945151
2012M09,0.973,2289.813068,18418.8,365.8,144.7539991,132.9925287,164.4441079,144.7573104,147.1451876,132.4511506,145.9912358,282.9726756,97.16885743,7.98,7.972578667,1.9497169,2.00824348,134.5,140.8,0.380162436,1.67742,1.69216,6.325782353,1.282070619,78.09882353,1.607717042,1.534263627,94.51,128.526648,111.1726386,118.113349,95.46417618,131.0755761,136.6532964,151.1958387,105.5258005,98.1374736,140.6771951,93.58922248,145.7073054,125.2230452,107.0204703,110.9542063,146.7645116,136.9261605,123.7220866,372090.079,398695.987,238191.986,34557.765,237793.899,100.068,194055.883,282907.223,275927.091,32183.52,30720.806,9.893,172.4022558,2.404010729,785.152966,708.11416,1281.429784,815.804416
2012M10,0.876,2462.528973,19541.5,415.45,144.8876036,132.9408046,165.2761025,144.4871605,147.2675367,132.5433716,146.1945662,284.2472034,97.16885743,7.88,7.882072903,2.15567806,1.99464915,134.6,141.2,0.380162436,1.97721,1.88909,6.273177273,1.29647418,78.92272727,1.607482098,1.540762986,89.49,125.880541,109.0414095,114.9385572,91.951589,126.4586059,125.1348569,151.4349575,105.5929015,98.63831045,134.990423,94.00176961,145.4489685,124.0415128,107.966523,114.2221146,146.452611,124.8974686,125.698127,445390.729,499472.001,255175.059,37967.979,293675.221,37.329,220984.118,359081.407,339449.658,78712.207,36026.494,9.133,173.0469027,2.362403261,732.539415,608.539678,1531.718318,1034.263017
2012M11,0.86,2628.645157,20974.6,367.96,144.7889306,132.3109195,166.3989063,143.9735787,147.0636215,133.5228505,146.3978966,286.5395195,96.86552073,7.87,7.862470667,1.7960197,1.95285127,133.8,140.2,0.380162436,1.69922,1.78391,6.2303,1.282569243,80.951,1.595583425,1.528720531,86.53,124.0756389,107.1196779,112.5570043,88.86491711,123.8313726,119.6352772,151.8601217,103.9816493,97.21219419,138.4240248,92.41514908,143.3545629,123.6386605,107.690458,114.861453,148.4845581,121.5218111,119.6955715,426220.877,460838.977,237522.805,33640.812,272869.496,76.063,200134.61,385204.472,381896.102,30671.503,32567.431,7.03,172.7409476,2.228231969,808.239312,821.580544,1431.16903,1030.481148
2012M12,0.844,2786.543158,22274.4,409.23,144.9147049,131.9545977,166.7814683,144.2303696,146.9956498,136.880205,146.9062226,287.3280763,96.86552073,7.89,7.893507419,1.75950498,1.89969438,133.6,139.4,0.380162436,1.62552,1.68903,6.232410526,1.310760655,83.46736842,1.61308124,1.538872985,87.86,124.1749805,108.3600741,112.1288723,87.01777123,122.746803,120.1681624,147.249823,103.9604611,99.1004626,136.6175197,97.42328329,140.179889,122.8647553,107.4062558,118.149156,146.3961944,118.380955,119.5014752,397832.05,407461.019,313412.188,31586.292,259424.581,19.1,236606.426,323198.575,432219.81,29827.195,41492.532,3.318,172.0187364,2.014191509,823.572063,919.260453,1409.73523,1063.347856
2013M01,0.781,2708.1,21495.1,357.87,144.8861154,132.3448276,167.4532844,145.0957399,147.6209897,125.6290556,147.7195443,291.1241518,96.96663296,7.89,7.88791871,1.68406176,1.90980222,134.1,140.1,0.370412687,1.47398,1.59435,6.222413636,1.328590667,88.87363636,1.597096189,1.535208614,94.76,128.4106276,108.4836883,111.1895324,86.17019418,121.2533467,118.4490715,144.7970791,103.632143,99.46072466,131.8173776,100.2857536,138.7114874,123.3904553,106.454726,121.007555,145.1817665,124.2797298,116.803817,373381.04,506007.472,302044.25,32346.857,251733.623,36.873,219173.535,400709.76,335777.906,27106.374,25281.727,20.249,171.6686334,0.423349662,828.17013,922.889654,1465.550115,1008.069551
